customer_id,company_name,segment,industry,company_size,location,annual_revenue,order_frequency,avg_order_value,last_order_days,total_orders,contract_value,employee_count,relationship_years,satisfaction_score,nps_score,preferred_contact,payment_method,has_online_account,has_mobile_app,has_integration,is_active,customer_lifetime_value,avg_monthly_revenue,engagement_score,churn_risk
7343,Anadolu Ticaret,Bronze,Hizmet,Orta Ölçekli,Bursa,101145,18,5619,19,18,7610934,189,6,7.29,10,E-posta,Kurumsal Kredi Kartı,True,False,True,True,485496.00000000006,8428.75,0.42,Orta
7344,Anadolu Teknoloji,Gold,İnşaat,Küçük Ölçekli,Izmir,16269,14,1162,28,14,3038472,12,17,9.22,8,Mağaza,Kurumsal Kredi Kartı,True,True,False,True,221258.40000000002,1355.75,0.61,Düşük
7345,Net A.Ş.,Silver,Üretim,Küçük Ölçekli,Izmir,71279,20,3563,3,20,3270204,112,10,8.23,9,E-posta,Kurumsal Kredi Kartı,True,True,False,True,570232.0,5939.916666666667,0.57,Düşük
7346,Tech Holding,Silver,Sağlık,Küçük Ölçekli,Istanbul,361803,12,30150,53,12,23326527,143,2,8.03,10,Web Site,Çek,True,True,False,True,578884.8,30150.25,0.5,Orta
7347,Global A.Ş.,Silver,Teknoloji,Küçük Ölçekli,Izmir,69096,16,4318,35,16,3178715,39,7,8.22,9,Web Site,Vadeli Ödeme,True,True,True,True,386937.60000000003,5758.0,0.54,Orta
7348,Star Teknoloji,Silver,Perakende,Küçük Ölçekli,Izmir,18934,12,1577,31,12,877343,152,14,6.16,9,Mobil Uygulama,Çek,True,True,True,True,212060.80000000002,1577.8333333333333,0.49,Orta
7349,Türk Ltd. Şti.,Silver,Teknoloji,Küçük Ölçekli,Bursa,855661,35,24447,6,35,985701,7,1,7.61,10,E-posta,Çek,True,True,True,True,684528.8,71305.08333333333,0.57,Düşük
7350,Tech Ltd. Şti.,Premium,Hizmet,Küçük Ölçekli,Eskişehir,77847,26,2994,24,26,8685755,276,6,7.89,7,Mobil Uygulama,Havale/EFT,True,False,False,True,373665.60000000003,6487.25,0.47,Düşük
7351,Sistem Ticaret,Bronze,Teknoloji,Orta Ölçekli,Ankara,143593,25,5743,9,25,3527059,52,1,5.81,5,Web Site,Vadeli Ödeme,False,False,False,True,114874.40000000001,11966.083333333334,0.28,Yüksek
7352,Grup Sanayi,Silver,Hizmet,Orta Ölçekli,Istanbul,14045,13,1080,81,13,2688885,187,1,9.13,9,Web Site,Çek,True,False,False,True,11236.0,1170.4166666666667,0.43,Yüksek
7353,Sistem A.Ş.,Silver,Sağlık,Küçük Ölçekli,Izmir,131140,29,4522,19,29,4035078,43,19,9.09,9,Mobil Uygulama,Çek,False,True,True,True,1993328.0000000002,10928.333333333334,0.57,Düşük
7354,Grup Ltd. Şti.,Gold,Sağlık,Küçük Ölçekli,Izmir,17468,25,698,12,25,2872311,127,2,10.0,7,Telefon,Havale/EFT,True,True,True,True,27948.800000000003,1455.6666666666667,0.61,Düşük
7355,Mega Ticaret,Gold,Perakende,Küçük Ölçekli,Istanbul,64399,25,2575,91,25,7142423,88,9,8.41,8,Mobil Uygulama,Kurumsal Kredi Kartı,False,True,False,False,463672.8,5366.583333333333,0.49,Yüksek
7356,Tech Ltd. Şti.,Gold,Eğitim,Küçük Ölçekli,Adana,15957,23,693,7,23,1799868,64,5,7.72,10,Mobil Uygulama,Çek,False,True,False,True,63828.0,1329.75,0.44,Düşük
7357,Türk Ticaret,Gold,Sağlık,Orta Ölçekli,Samsun,686609,12,57217,21,12,6766374,483,5,7.39,7,Mobil Uygulama,Kurumsal Kredi Kartı,True,False,False,True,2746436.0,57217.416666666664,0.39,Orta
7358,Mega Sanayi,Gold,Perakende,Orta Ölçekli,Eskişehir,28455,17,1673,6,17,5861424,164,1,9.68,7,Telefon,Vadeli Ödeme,True,True,False,True,22764.0,2371.25,0.56,Düşük
7359,Sistem Holding,Bronze,Perakende,Büyük Ölçekli,Istanbul,3344,15,222,3,15,4301480,18,8,9.63,10,E-posta,Çek,False,True,True,True,21401.600000000002,278.6666666666667,0.48,Düşük
7360,Grup Holding,Silver,Üretim,Küçük Ölçekli,Mersin,30485,76,401,2,76,1700806,378,3,9.08,7,E-posta,Çek,True,True,False,True,73164.00000000001,2540.4166666666665,0.79,Düşük
7361,Net Ticaret,Silver,Teknoloji,Orta Ölçekli,Bursa,59157,16,3697,1,16,9386067,68,5,8.05,9,Web Site,Kurumsal Kredi Kartı,True,True,False,True,236628.0,4929.75,0.53,Düşük
7362,Türk Teknoloji,Gold,Perakende,Orta Ölçekli,Izmir,38096,30,1269,38,30,11100357,106,3,10.0,9,Telefon,Çek,True,True,False,True,91430.40000000001,3174.6666666666665,0.63,Orta
7363,Sistem Holding,Bronze,Perakende,Küçük Ölçekli,Izmir,5202,22,236,15,22,551769,17,1,8.31,6,Telefon,Havale/EFT,True,True,False,True,4161.6,433.5,0.54,Düşük
7364,Grup Ticaret,Gold,Perakende,Büyük Ölçekli,Gaziantep,187918,31,6061,77,31,4329842,442,1,7.72,10,Mobil Uygulama,Çek,True,True,False,True,150334.4,15659.833333333334,0.56,Yüksek
7365,Grup Ltd. Şti.,Bronze,Turizm,Küçük Ölçekli,Izmir,116497,15,7766,30,15,1194399,69,3,9.46,9,E-posta,Çek,False,False,True,True,279592.80000000005,9708.083333333334,0.36,Düşük
7366,Anadolu Ticaret,Bronze,Sağlık,Büyük Ölçekli,Ankara,1487,9,165,50,9,2708459,66,1,7.77,8,Web Site,Havale/EFT,False,True,False,True,1189.6000000000001,123.91666666666667,0.37,Orta
7367,Global Teknoloji,Silver,Hizmet,Küçük Ölçekli,Izmir,7092,13,545,10,13,3215009,40,17,6.46,6,Mobil Uygulama,Çek,False,True,True,True,96451.20000000001,591.0,0.42,Orta
7368,Türk Ticaret,Bronze,Turizm,Orta Ölçekli,Antalya,13873,20,693,8,20,4968038,53,2,10.0,5,Web Site,Çek,True,False,True,True,22196.800000000003,1156.0833333333333,0.49,Düşük
7369,Star Ltd. Şti.,Silver,Üretim,Büyük Ölçekli,Istanbul,11919,29,411,18,29,3223800,149,6,9.67,6,Mağaza,Kurumsal Kredi Kartı,True,False,False,True,57211.20000000001,993.25,0.53,Düşük
7370,Tech Ltd. Şti.,Gold,Sağlık,Küçük Ölçekli,Mersin,87266,34,2566,53,34,2320751,14,5,8.63,3,Web Site,Kurumsal Kredi Kartı,True,True,True,True,349064.0,7272.166666666667,0.61,Orta
7371,Star Holding,Gold,Teknoloji,Küçük Ölçekli,Bursa,625935,27,23182,20,27,4687404,37,7,8.72,9,Mobil Uygulama,Çek,False,False,True,True,3505236.0000000005,52161.25,0.4,Düşük
7372,Pro Ltd. Şti.,Gold,Üretim,Orta Ölçekli,Antalya,22391,25,895,24,25,896816,46,9,6.76,8,Mağaza,Kurumsal Kredi Kartı,True,True,False,True,161215.2,1865.9166666666667,0.54,Orta
7373,Star Teknoloji,Premium,Perakende,Küçük Ölçekli,Istanbul,586175,12,48847,14,12,2546373,33,11,8.63,5,Web Site,Çek,True,False,True,True,5158340.0,48847.916666666664,0.45,Düşük
7374,Anadolu Ltd. Şti.,Silver,Hizmet,Küçük Ölçekli,Antalya,2921,46,63,27,46,2739607,29,6,8.12,5,Telefon,Çek,True,True,True,True,14020.800000000003,243.41666666666666,0.65,Düşük
7375,Star Ticaret,Gold,Perakende,Orta Ölçekli,Istanbul,78551,24,3272,22,24,1435470,681,3,7.7,5,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,True,True,188522.40000000002,6545.916666666667,0.54,Düşük
7376,Sistem A.Ş.,Bronze,Perakende,Küçük Ölçekli,Istanbul,7221,25,288,19,25,558391,174,4,6.74,7,Mobil Uygulama,Çek,True,True,True,True,23107.2,601.75,0.52,Orta
7377,Tech Ticaret,Gold,Perakende,Orta Ölçekli,Izmir,81135,30,2704,24,30,3873407,29,3,6.8,7,Web Site,Kurumsal Kredi Kartı,True,False,True,True,194724.00000000003,6761.25,0.44,Orta
7378,Global A.Ş.,Silver,Teknoloji,Orta Ölçekli,Ankara,1895,34,55,17,34,1361279,231,16,8.49,3,E-posta,Çek,True,True,False,True,24256.0,157.91666666666666,0.66,Düşük
7379,Anadolu Sanayi,Bronze,Finans,Orta Ölçekli,Antalya,2562,22,116,47,22,1009105,55,2,8.41,3,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,True,False,4099.2,213.5,0.55,Orta
7380,Pro Sanayi,Gold,Teknoloji,Orta Ölçekli,Istanbul,80882,30,2696,3,30,15207639,13,2,8.78,6,Telefon,Vadeli Ödeme,False,True,True,True,129411.20000000001,6740.166666666667,0.49,Düşük
7381,Grup Ltd. Şti.,Silver,Finans,Büyük Ölçekli,Ankara,10273,23,446,14,23,1589396,95,4,7.69,8,Mağaza,Vadeli Ödeme,True,True,True,True,32873.6,856.0833333333334,0.54,Düşük
7382,Mega Ltd. Şti.,Bronze,Üretim,Orta Ölçekli,Istanbul,10852,40,271,42,40,1595378,80,1,7.4,8,E-posta,Kurumsal Kredi Kartı,False,False,False,True,8681.6,904.3333333333334,0.38,Orta
7383,Sistem A.Ş.,Gold,Hizmet,Orta Ölçekli,Samsun,622945,21,29664,14,21,9706913,66,11,9.67,8,Mobil Uygulama,Havale/EFT,True,True,False,True,5481916.0,51912.083333333336,0.62,Düşük
7384,Net Ltd. Şti.,Silver,Perakende,Küçük Ölçekli,Izmir,32489,23,1412,20,23,1276706,25,22,8.91,7,Web Site,Kurumsal Kredi Kartı,True,True,True,True,571806.4,2707.4166666666665,0.65,Düşük
7385,Global Ticaret,Gold,İnşaat,Küçük Ölçekli,Bursa,153286,22,6967,15,22,1959997,148,3,9.43,10,Mobil Uygulama,Havale/EFT,True,True,False,True,367886.4000000001,12773.833333333334,0.58,Düşük
7386,Grup A.Ş.,Bronze,Perakende,Küçük Ölçekli,Ankara,5641,23,245,13,23,993201,78,1,10.0,8,E-posta,Çek,True,True,False,True,4512.8,470.0833333333333,0.6,Düşük
7387,Net Sanayi,Silver,Sağlık,Orta Ölçekli,Istanbul,3535,8,441,24,8,5846082,177,2,8.33,7,Telefon,Çek,True,True,True,True,5656.0,294.5833333333333,0.49,Orta
7388,Star Ticaret,Silver,Üretim,Küçük Ölçekli,Trabzon,23417,29,807,6,29,2402229,26,3,6.74,7,Mağaza,Vadeli Ödeme,True,False,True,True,56200.80000000001,1951.4166666666667,0.43,Orta
7389,Global Ltd. Şti.,Bronze,Hizmet,Orta Ölçekli,Istanbul,1883,17,110,18,17,3245649,377,10,7.15,7,Mobil Uygulama,Vadeli Ödeme,True,True,False,True,15064.0,156.91666666666666,0.53,Orta
7390,Mega Teknoloji,Gold,Perakende,Orta Ölçekli,Ankara,13903,26,534,43,26,2724627,116,18,7.34,6,Mobil Uygulama,Havale/EFT,True,True,True,True,200203.2,1158.5833333333333,0.6,Orta
7391,Net A.Ş.,Bronze,Hizmet,Küçük Ölçekli,Antalya,25172,22,1144,1,22,693603,72,7,7.63,9,E-posta,Vadeli Ödeme,True,True,True,True,140963.2,2097.6666666666665,0.55,Düşük
7392,Grup Sanayi,Bronze,Finans,Küçük Ölçekli,Istanbul,14912,39,382,28,39,1702468,145,14,8.1,7,Mağaza,Kurumsal Kredi Kartı,True,False,False,True,167014.40000000002,1242.6666666666667,0.56,Düşük
7393,Star Ltd. Şti.,Bronze,Finans,Büyük Ölçekli,Konya,29104,33,881,121,33,4690967,95,1,9.91,8,Mağaza,Çek,True,True,True,True,23283.2,2425.3333333333335,0.63,Yüksek
7394,Global Teknoloji,Bronze,Turizm,Orta Ölçekli,Izmir,43361,31,1398,16,31,4913905,60,14,7.06,5,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,485643.20000000007,3613.4166666666665,0.6,Orta
7395,Anadolu Sanayi,Silver,Teknoloji,Küçük Ölçekli,Istanbul,4397,24,183,24,24,807137,155,5,8.04,6,E-posta,Çek,True,False,False,True,17588.0,366.4166666666667,0.46,Düşük
7396,Pro Teknoloji,Bronze,Teknoloji,Küçük Ölçekli,Istanbul,4289,11,389,5,11,3838837,46,3,9.03,10,Telefon,Vadeli Ödeme,True,True,False,True,10293.600000000002,357.4166666666667,0.53,Düşük
7397,Türk A.Ş.,Gold,Perakende,Orta Ölçekli,Istanbul,1510,34,44,37,34,10952322,7,4,8.95,2,Mağaza,Vadeli Ödeme,True,True,True,True,4832.0,125.83333333333333,0.62,Orta
7398,Grup Teknoloji,Silver,Turizm,Küçük Ölçekli,Mersin,15161,39,388,17,39,3681601,161,16,8.39,6,E-posta,Havale/EFT,True,True,False,True,194060.80000000002,1263.4166666666667,0.68,Düşük
7399,Net A.Ş.,Gold,Teknoloji,Büyük Ölçekli,Bursa,119721,26,4604,44,26,3136152,40,3,9.7,7,Mağaza,Havale/EFT,True,True,False,True,287330.4,9976.75,0.61,Orta
7400,Pro Ltd. Şti.,Bronze,Hizmet,Küçük Ölçekli,Istanbul,165011,20,8250,5,20,2440431,99,1,9.07,6,E-posta,Çek,True,True,True,True,132008.80000000002,13750.916666666666,0.56,Düşük
7401,Net A.Ş.,Silver,İnşaat,Orta Ölçekli,Istanbul,35173,26,1352,3,26,12463716,228,5,10.0,6,Mağaza,Havale/EFT,True,True,False,True,140692.0,2931.0833333333335,0.62,Düşük
7402,Tech Holding,Bronze,Hizmet,Büyük Ölçekli,Bursa,138233,14,9873,10,14,2193836,35,1,6.11,10,Telefon,Kurumsal Kredi Kartı,True,True,False,True,110586.40000000001,11519.416666666666,0.44,Orta
7403,Tech Teknoloji,Premium,Üretim,Orta Ölçekli,Antalya,97932,21,4663,6,21,11020501,229,7,8.86,7,Web Site,Çek,True,True,True,True,548419.2000000001,8161.0,0.58,Düşük
7404,Pro Ltd. Şti.,Bronze,Perakende,Küçük Ölçekli,Ankara,20702,25,828,51,25,5646331,24,1,6.13,7,E-posta,Vadeli Ödeme,True,True,True,True,16561.600000000002,1725.1666666666667,0.49,Orta
7405,Anadolu Teknoloji,Bronze,Hizmet,Büyük Ölçekli,Ankara,7043,33,213,43,33,6944073,33,3,9.26,7,Web Site,Çek,True,True,False,True,16903.2,586.9166666666666,0.62,Orta
7406,Mega Sanayi,Silver,İnşaat,Küçük Ölçekli,Istanbul,738,24,30,102,24,1782110,87,9,10.0,8,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,False,True,5313.6,61.5,0.63,Yüksek
7407,Mega Sanayi,Gold,Üretim,Küçük Ölçekli,Bursa,248344,20,12417,3,20,1850779,81,3,8.98,8,Telefon,Çek,True,False,True,True,596025.6000000001,20695.333333333332,0.46,Düşük
7408,Star Holding,Silver,Teknoloji,Küçük Ölçekli,Trabzon,24403,18,1355,11,18,4067465,218,8,10.0,8,Mobil Uygulama,Çek,True,True,True,True,156179.2,2033.5833333333333,0.61,Düşük
7409,Star Ticaret,Premium,Perakende,Orta Ölçekli,Istanbul,441854,30,14728,106,30,12742190,32,7,6.93,5,Telefon,Vadeli Ödeme,True,False,True,True,2474382.4000000004,36821.166666666664,0.46,Yüksek
7410,Star Sanayi,Silver,Teknoloji,Büyük Ölçekli,Antalya,6360,29,219,4,29,372530,326,6,8.98,4,Web Site,Kurumsal Kredi Kartı,True,True,True,True,30528.000000000004,530.0,0.61,Düşük
7411,Pro Sanayi,Gold,Üretim,Orta Ölçekli,Ankara,1515137,30,50504,21,30,1256721,92,3,8.62,7,Mobil Uygulama,Çek,True,True,False,True,3636328.8000000007,126261.41666666667,0.59,Düşük
7412,Anadolu A.Ş.,Gold,Perakende,Orta Ölçekli,Ankara,27299,27,1011,32,27,1489824,104,13,9.16,8,Mobil Uygulama,Vadeli Ödeme,True,False,True,True,283909.60000000003,2274.9166666666665,0.54,Orta
7413,Global A.Ş.,Gold,Üretim,Küçük Ölçekli,Istanbul,14037,16,877,8,16,14338796,6,3,8.98,2,Web Site,Vadeli Ödeme,True,False,True,True,33688.8,1169.75,0.45,Düşük
7414,Net Teknoloji,Gold,Hizmet,Küçük Ölçekli,Gaziantep,28738,19,1512,45,19,2330375,564,3,9.67,9,E-posta,Kurumsal Kredi Kartı,True,True,True,True,68971.20000000001,2394.8333333333335,0.58,Orta
7415,Sistem Teknoloji,Premium,Eğitim,Orta Ölçekli,Izmir,71109,22,3232,58,22,6386571,47,6,6.55,9,Mobil Uygulama,Kurumsal Kredi Kartı,True,False,False,True,341323.20000000007,5925.75,0.41,Orta
7416,Grup Sanayi,Bronze,Perakende,Büyük Ölçekli,Izmir,15867,35,453,16,35,2495373,71,7,10.0,5,Mağaza,Vadeli Ödeme,True,True,True,True,88855.20000000001,1322.25,0.67,Düşük
7417,Sistem Teknoloji,Silver,Eğitim,Küçük Ölçekli,Ankara,12201,23,530,37,23,2723367,9,2,7.75,7,Telefon,Çek,True,True,True,True,19521.600000000002,1016.75,0.53,Orta
7418,Global Ltd. Şti.,Gold,Hizmet,Küçük Ölçekli,Istanbul,2650,16,165,23,16,1981465,69,8,9.84,2,Mobil Uygulama,Çek,True,True,True,False,16960.0,220.83333333333334,0.59,Düşük
7419,Net Ltd. Şti.,Silver,Teknoloji,Küçük Ölçekli,Istanbul,7909,21,376,35,21,1881595,14,9,9.79,2,Web Site,Çek,True,True,True,True,56944.8,659.0833333333334,0.62,Orta
7420,Mega A.Ş.,Silver,Turizm,Orta Ölçekli,Bursa,132451,40,3311,18,40,1493589,343,1,7.1,7,Mobil Uygulama,Vadeli Ödeme,True,True,False,True,105960.8,11037.583333333334,0.58,Orta
7421,Türk Teknoloji,Bronze,Perakende,Orta Ölçekli,Istanbul,4709,16,294,2,16,4171710,189,4,7.91,6,Mobil Uygulama,Havale/EFT,True,True,False,True,15068.800000000001,392.4166666666667,0.52,Düşük
7422,Global A.Ş.,Gold,Hizmet,Küçük Ölçekli,Bursa,3018,28,107,12,28,1063073,130,6,7.11,9,Mobil Uygulama,Havale/EFT,True,False,False,True,14486.400000000001,251.5,0.45,Orta
7423,Tech Ticaret,Gold,Teknoloji,Orta Ölçekli,Ankara,8139,20,406,11,20,9457761,82,2,7.74,6,E-posta,Vadeli Ödeme,False,False,True,True,13022.400000000001,678.25,0.32,Düşük
7424,Tech Sanayi,Bronze,Hizmet,Küçük Ölçekli,Ankara,15427,18,857,78,18,11508444,161,6,9.65,8,Mağaza,Çek,True,True,True,True,74049.6,1285.5833333333333,0.59,Yüksek
7425,Grup Ltd. Şti.,Gold,Üretim,Büyük Ölçekli,Izmir,12694,34,373,18,34,3147517,24,1,9.68,6,Telefon,Havale/EFT,False,True,False,True,10155.2,1057.8333333333333,0.53,Düşük
7426,Star Ticaret,Premium,Perakende,Küçük Ölçekli,Ankara,36189,27,1340,71,27,922662,17,1,9.72,7,Mağaza,Vadeli Ödeme,False,True,False,True,28951.2,3015.75,0.5,Yüksek
7427,Mega Ticaret,Premium,Üretim,Küçük Ölçekli,Istanbul,16624,21,791,1,21,2450329,6,5,8.2,9,Mağaza,Çek,True,True,True,True,66496.0,1385.3333333333333,0.55,Düşük
7428,Mega Teknoloji,Premium,Üretim,Orta Ölçekli,Ankara,250422,27,9274,31,27,2174081,74,1,5.75,5,Telefon,Çek,True,True,True,True,200337.6,20868.5,0.48,Yüksek
7429,Pro Ticaret,Bronze,Eğitim,Büyük Ölçekli,Bursa,36795,14,2628,19,14,1104204,121,4,8.49,6,Mağaza,Çek,True,True,False,True,117744.0,3066.25,0.53,Düşük
7430,Pro Sanayi,Gold,Perakende,Küçük Ölçekli,Bursa,1104304,10,110430,2,10,4395443,44,3,10.0,8,Web Site,Kurumsal Kredi Kartı,True,True,False,True,2650329.6000000006,92025.33333333333,0.55,Düşük
7431,Mega Holding,Bronze,Teknoloji,Orta Ölçekli,Istanbul,9939,15,662,19,15,1066173,7,16,10.0,5,E-posta,Vadeli Ödeme,True,False,True,False,127219.20000000001,828.25,0.53,Düşük
7432,Sistem Ltd. Şti.,Bronze,Üretim,Küçük Ölçekli,Izmir,11493,43,267,15,43,14672070,11,1,7.25,2,Mağaza,Vadeli Ödeme,True,True,False,True,9194.4,957.75,0.59,Orta
7433,Sistem Holding,Silver,Perakende,Orta Ölçekli,Istanbul,155994,20,7799,8,20,6153330,21,4,10.0,10,Telefon,Vadeli Ödeme,True,True,True,True,499180.80000000005,12999.5,0.6,Düşük
7434,Grup Sanayi,Premium,Sağlık,Büyük Ölçekli,Istanbul,98992,22,4499,3,22,574269,64,8,7.0,6,Telefon,Kurumsal Kredi Kartı,True,True,True,True,633548.8,8249.333333333334,0.53,Orta
7435,Tech Ticaret,Premium,Perakende,Küçük Ölçekli,Istanbul,13413,25,536,47,25,10059270,61,1,8.56,9,Mağaza,Vadeli Ödeme,True,True,True,True,10730.400000000001,1117.75,0.56,Orta
7436,Grup Teknoloji,Silver,Teknoloji,Küçük Ölçekli,Mersin,60897,37,1645,29,37,8312269,19,6,7.25,5,Telefon,Vadeli Ödeme,True,True,False,True,292305.60000000003,5074.75,0.59,Orta
7437,Pro Sanayi,Silver,Finans,Orta Ölçekli,Istanbul,47911,38,1260,27,38,3912353,172,16,10.0,7,Web Site,Çek,False,False,True,True,613260.8,3992.5833333333335,0.52,Düşük
7438,Net Ltd. Şti.,Silver,Eğitim,Orta Ölçekli,Istanbul,1792,24,74,71,24,3508061,109,1,8.45,9,E-posta,Çek,True,False,True,True,1433.6000000000001,149.33333333333334,0.45,Yüksek
7439,Net Ltd. Şti.,Silver,Üretim,Küçük Ölçekli,Istanbul,9950,27,368,1,27,4465887,67,4,6.43,2,Web Site,Çek,True,True,True,True,31840.0,829.1666666666666,0.52,Orta
7440,Net Ltd. Şti.,Bronze,Finans,Küçük Ölçekli,Istanbul,23443,38,616,24,38,2358666,135,10,10.0,8,Telefon,Kurumsal Kredi Kartı,True,False,True,True,187544.0,1953.5833333333333,0.59,Düşük
7441,Anadolu Sanayi,Silver,Sağlık,Büyük Ölçekli,Antalya,231362,15,15424,92,15,5540240,349,2,6.58,4,Telefon,Vadeli Ödeme,True,True,True,True,370179.2,19280.166666666668,0.47,Yüksek
7442,Mega Teknoloji,Silver,Hizmet,Orta Ölçekli,Istanbul,75306,16,4706,18,16,833371,11,5,7.93,5,Mobil Uygulama,Çek,True,True,False,True,301224.0,6275.5,0.52,Düşük
7443,Global Sanayi,Bronze,Lojistik,Büyük Ölçekli,Istanbul,7561,24,315,20,24,371663,526,5,10.0,6,Web Site,Vadeli Ödeme,True,True,False,True,30244.0,630.0833333333334,0.62,Düşük
7444,Anadolu Teknoloji,Premium,Sağlık,Küçük Ölçekli,Antalya,19034,58,328,3,58,6849856,415,6,7.95,6,Mağaza,Çek,True,True,False,True,91363.20000000001,1586.1666666666667,0.69,Düşük
7445,Anadolu Ltd. Şti.,Gold,Üretim,Küçük Ölçekli,Ankara,131187,18,7288,37,18,3624578,19,7,9.06,6,Mağaza,Çek,True,True,True,True,734647.2000000001,10932.25,0.57,Orta
7446,Anadolu Ltd. Şti.,Premium,Hizmet,Orta Ölçekli,Bursa,1446,26,55,44,26,2358513,235,5,6.99,8,Web Site,Vadeli Ödeme,True,True,False,True,5784.0,120.5,0.53,Orta
7447,Türk Ltd. Şti.,Premium,İnşaat,Küçük Ölçekli,Izmir,16398,23,712,5,23,8964819,136,8,10.0,5,Telefon,Vadeli Ödeme,True,True,False,True,104947.20000000001,1366.5,0.63,Düşük
7448,Pro A.Ş.,Silver,Teknoloji,Orta Ölçekli,Istanbul,218881,30,7296,31,30,1209862,28,2,6.54,8,Web Site,Vadeli Ödeme,True,True,True,True,350209.60000000003,18240.083333333332,0.52,Orta
7449,Pro Sanayi,Gold,Perakende,Küçük Ölçekli,Bursa,61883,26,2380,15,26,5321077,168,11,7.61,7,Mağaza,Vadeli Ödeme,True,False,True,True,544570.4,5156.916666666667,0.48,Düşük
7450,Net Ltd. Şti.,Silver,Perakende,Büyük Ölçekli,Istanbul,8470,34,249,25,34,4641200,19,13,8.11,5,E-posta,Kurumsal Kredi Kartı,True,True,True,True,88088.0,705.8333333333334,0.63,Düşük
7451,Star Teknoloji,Bronze,Perakende,Küçük Ölçekli,Izmir,2903,19,152,34,19,1249671,20,2,6.11,3,Telefon,Havale/EFT,True,False,True,True,4644.8,241.91666666666666,0.37,Orta
7452,Net Ticaret,Gold,Teknoloji,Küçük Ölçekli,Ankara,139719,22,6350,4,22,17842424,22,24,8.78,6,Telefon,Vadeli Ödeme,False,True,True,False,2682604.8000000003,11643.25,0.55,Düşük
7453,Pro A.Ş.,Silver,Finans,Küçük Ölçekli,Istanbul,29704,31,958,11,31,1665315,126,8,10.0,8,Web Site,Havale/EFT,True,True,True,True,190105.6,2475.3333333333335,0.66,Düşük
7454,Sistem Ltd. Şti.,Premium,Üretim,Küçük Ölçekli,Antalya,39665,29,1367,56,29,2055873,6,1,10.0,6,E-posta,Havale/EFT,True,True,True,False,31732.0,3305.4166666666665,0.62,Orta
7455,Global Sanayi,Gold,Perakende,Küçük Ölçekli,Mersin,69477,19,3656,6,19,11566116,76,3,9.36,5,Telefon,Çek,True,True,False,True,166744.80000000002,5789.75,0.57,Düşük
7456,Grup Ticaret,Silver,Eğitim,Küçük Ölçekli,Samsun,33833,17,1990,32,17,3243316,61,1,7.23,10,Web Site,Çek,True,False,True,False,27066.4,2819.4166666666665,0.39,Orta
7457,Sistem Holding,Bronze,Hizmet,Orta Ölçekli,Antalya,20104,26,773,55,26,993704,24,4,6.27,10,Web Site,Havale/EFT,True,False,True,True,64332.8,1675.3333333333333,0.41,Orta
7458,Pro Ltd. Şti.,Gold,Hizmet,Orta Ölçekli,Ankara,5439,29,187,30,29,8267120,13,6,10.0,6,Mobil Uygulama,Kurumsal Kredi Kartı,True,True,True,True,26107.200000000004,453.25,0.64,Düşük
7459,Star Sanayi,Premium,Teknoloji,Küçük Ölçekli,Istanbul,11809,23,513,47,23,2750799,48,3,10.0,8,Telefon,Çek,True,True,True,True,28341.600000000006,984.0833333333334,0.6,Orta
7460,Net Holding,Gold,Finans,Küçük Ölçekli,Istanbul,121808,41,2970,21,41,1450805,45,1,10.0,3,Telefon,Havale/EFT,True,True,True,True,97446.40000000001,10150.666666666666,0.67,Düşük
7461,Tech Holding,Premium,Teknoloji,Küçük Ölçekli,Izmir,127391,24,5307,65,24,347189,367,16,8.96,10,Mağaza,Vadeli Ödeme,True,True,True,True,1630604.8,10615.916666666666,0.63,Yüksek
7462,Star A.Ş.,Gold,Perakende,Orta Ölçekli,Ankara,70330,14,5023,34,14,3430344,26,1,10.0,6,Mağaza,Çek,False,True,True,True,56264.0,5860.833333333333,0.46,Orta
7463,Tech Ltd. Şti.,Silver,Teknoloji,Küçük Ölçekli,Kayseri,10965,12,913,13,12,8277903,72,19,8.25,8,Telefon,Vadeli Ödeme,True,True,True,True,166668.0,913.75,0.58,Düşük
7464,Net Teknoloji,Premium,Sağlık,Orta Ölçekli,Ankara,173524,21,8263,23,21,1168159,72,6,6.62,8,Mobil Uygulama,Kurumsal Kredi Kartı,True,False,True,True,832915.2000000001,14460.333333333334,0.41,Orta
7465,Star Ticaret,Silver,Üretim,Orta Ölçekli,Ankara,15156,26,582,32,26,3814677,72,1,6.61,7,Telefon,Havale/EFT,False,True,True,True,12124.800000000001,1263.0,0.41,Orta
7466,Sistem Sanayi,Silver,Perakende,Küçük Ölçekli,Ankara,186208,29,6420,47,29,3019692,301,10,8.41,3,Mobil Uygulama,Havale/EFT,True,True,False,True,1489664.0,15517.333333333334,0.61,Orta
7467,Mega Holding,Silver,Perakende,Büyük Ölçekli,Gaziantep,8622,24,359,6,24,464165,50,11,8.75,8,Telefon,Çek,True,True,True,True,75873.6,718.5,0.61,Düşük
7468,Net Teknoloji,Premium,Üretim,Orta Ölçekli,Bursa,25043,19,1318,140,19,2203697,14,1,8.84,3,Telefon,Vadeli Ödeme,True,True,True,True,20034.4,2086.9166666666665,0.54,Yüksek
